text,true_label,chatgpt_prediction
"VC-25 ცნობილია მისი დანიშნულებით როგორც პირველი ბორტი (Air Force One), სახელწოდებით, რომელიც ენიჭება აშშ-ის სამხედრო-საჰაერო ძალების ნებისმიერ თვითმფრინავს, რომლის ბორტზეც აშშ-ის პრეზიდენტი იმყოფება. ტექნიკურად პირველი ბორტის განსაზღვრება ეხება თვითმფრინავს მხოლოდ მაშინ, როდესაც მას პრეზიდენტი გადაყავს.",kat,kat
"Mellan 2002 och 2007 hade Kristen Bell en relation med filmproducenten Kevin Mann. 2007 inledde hon ett förhållande med skådespelaren Dax Shepard, paret förlovade sig 2010 och gifte sig i oktober 2013. I mars 2013 föddes deras första barn, en dotter, och i december 2014 fick de ytterligare en dotter.",swe,swe
"Kaiba an suporta kan mayoriya kan mga parasunod, si Brigham Young nag-asumir nin kapamayuhan kan simbahan. Siya nakipaghilingan sa Dose asin mga miyembro kan Pinaglahidan na Korum kan Agosto 9; Sinda Bishop Newel K. Whitney asin George Miller “pinagngaranan tanganing asikasuhon an mga bagay kan nagadan na Katiwala-sa-Tiwala, na si Joseph Smith, asin mag-andam sa paglaog sa katungkulan bilang mga Katiwala kan An Simbahan ni Jesukristo nin mga Banal sa Huring Aldaw.” (Smith, History of the Church, 7:247).",bcl,bik
"देउमाई नगरपालिका मंगलबारे र धुसेनी गाविसहरू मिलेर बनेको हो। त्यसैले राष्ट्रिय जनगणना २०६८ अनुसार मंगलबारे र धुसेनी गाविसहरूको जनसंख्यालाई जोड्दा देउमाई नगरपालिकाको कूल जनसङ्ख्या १०,९६४ हुन्छ।",nep,nep
د دې خبرې معنا دا ده چې د کلمې د جوړولو لپاره که ژبپوه ته اړتيا ده نو د کلمې د اړوند علم ماهر ته هم اړتيا ده او دغه راز هغو کسانو ته هم اړتيا ده چې کلمه د ښکلا او موسيقي له اړخه ښه تللى او ارزولى شي.,pus,pus
"Magia eta erlijioa argi banatu zituen Frazerrek, horrela, bere teoriaren arabera gizaki primitiboak ez zituen desberdinduko bere ideiak eta naturaren legeak eta pertsonak, animaliak eta eguraldia eduki zitzaketela uste zuen. Honen aurrerapausoa litzateke erlijioa gizakiaren pentsamenduaren historian. Azalpen erlijiosoak naturaren legeak bestela onartzea dakar, ulergarria litzatekeen ordenaren ordez jainkoen gogoaren araberako mundu aldakorra onartzera pasatzen baita.",eus,eus
"Tī Triquerville ê sì-ûi ū Touffreville-la-Cable, Norville, Port-Jérôme-sur-Seine, Saint-Maurice-d'Ételan, kap Villequier téng siâⁿ-chhī he̍k-chiá chng-siā.",nan,nan
"Сафар Сулаймонӣ 10 марти соли 1951 дар ноҳияи Сухи вилояти Фарғонаи Ӯзбекистон чашм ба олами ҳастӣ кушодааст. Ӯ дар Омӯзишгоҳи педагогии шаҳри Конибодом ва факултаи китобдории Донишкадаи давлатии санъати Тоҷикистон ба номи М. Турсунзода таҳсил кардааст ва солҳои дароз дар ин даргоҳи дониш ба донишҷӯёни риштаи китобдорӣ таълим додааст. Донишкадаи давлатии санъати Тоҷикистон ба номи М. Турсунзода (1976), аспирантура ва докторантураи Донишкадаи фарҳанги Маскав (1985, 1990), Донишгоҳи миллии Тоҷикистонро (1997) хатм намудааст. Ҳамзамон солҳои 1976-1985 дар Донишкадаи давлатии санъати Тоҷикистон ба номи М. Турсунзода дар вазифаҳои муаллими калон, дотсент ва мудири кафедраи китобхонашиносӣ ифои вазифа намудааст. Солҳои 1990-1995 дар Донишгоҳи Исфаҳони Ирон, солҳои 1999-2004 директори Пажӯҳишгоҳи илмӣ тадқиқотии фарҳанг ва иттилоот фаъолияти кор намудааст. Хидмати шоиста ва ибтикорофари профессор Сафар Сулаймонӣ дар Пажӯҳишгоҳи илмӣ тадқиқотии фарҳанг ва иттилоот хеле муассир будааст. Солҳои 2004-2007 ба ҳайси мудири кафедраи педагогикаи умумӣ дар Донишгоҳи давлатии омӯзгории Тоҷикистон ба номи Садриддин Айнӣ кор кардааст. Аз соли 2007 то ин ҷониб дар Пажўҳишгоҳи рушди маориф ва солҳои охир дар Академияи таҳсилоти Тоҷикистон машғул ба таҳқиқу пажӯҳиш мебошад.",tgk,tgk
1276 (Sekete Makgolopedi Masomešupa Tshela) ke nomoro yeo e elego magareng ga sekete makgolopedi masomešupa hlano le sekete makgolopedi masomešupa šupa.,nso,nso
"Ll'amministrazione communale, affetuanno pure 'e ffateche besuognuse 'e bonifeca, pare ntienziunata a requaleficà 'a zona ca ora mmo risulta 'mmatulizzata.",nap,nap
Gagauziyada kazakların ofiţer sisteması kurulêr. Rusiyanın kazaklar Birliin sovetinin kararına görä birkaç ayın içindä gagauzlara hem bulgarlara general hem polkovnik gradları verildi.,gag,tur
"Synitët dhe Shiitët besojnë që Kurani ishte shkruar në kohën e vdekjes së Muhammedit. Abdullah Ibn Abas, kushëriri i Muhammedit e përshkruan mënyrën në të cilin versioni i fundit i Kuranit ishte caktuar: Profeti i'a lexonte Xhibrilit çdo vjet në muajin e Ramazanit, në vitin kur vdiq, Muhammedi i'a lexoi vetëm dy herë. Në një hadith të Muhammedit që thuhet, Do t'ju lë dy gjëra si vlerësim të lartë ; Librin i Zotit dhe Familjen time.",sqi,sqi
"Din - Tan'ri tarepinen jaratilg'an kanundir. Ol insang'a Jaratiliw maqsetin, barlygynyň hikmetini bildiredi, Din ibadat etmelidigini u'yretedi.",kaa,tuk
"Butte, Montana dia tanàna ao amin'ny faritany mizaka tenan'i Montana, ao Etazonia. Ny kaodim-paositra dia 59701, 59702, 59703, 59707, 59750..",mlg,mlg
"IX зуунаас дорнод славчууд анхны төрт улсаа байгуулжээ. Рюрик хэмээх варяг (умардын усчин, худалдаачин аймаг) хүн байгуулсан гэдэг бөгөөд Новгородод (862—882) эзэн суусныг хүү Олег нь залгаж Днепр мөрнөөр урагшилж Киевт (882—1240) төвлөжээ. Үнэндээ олон аймгийн холбоо байсан ба Киевийн их гүн толгойлдог байв. 988 онд Киевийн Владимир их гүн (980–1015) Византаас христийн шашныг (үнэн алдартны шашин) залж улсын шашин болгосон бол түүний хүү Цэцэн Ярослав (1019–1054) сүм дуган, номын сан, «правда роусьскаΙа» (Русийн үнэн) гэсэн хууль цааз гаргаж улс иргэнээ сайнаар авч явжээ.",mon,mon
አል-ባይዳዊ በጻፈው ታሪክ መጽሐፍ ደግሞ በሐመር ሦስት ፎቆች ታችኛው ለእንስሶች፤ መካከለኛው ለሰዎች፤ ላየኛውም ለአዕዋፍ ነበር። የአዳም ሬሳ ወንዶች ከሴቶች ለመለየት በመካከላቸው ተደረገ። ረጃጅሙ ዐግ ከውኆቹ ለማምለጥ እንደተፈቀደ የሚል ተረት ደግሞ ይገኛል።,amh,amh
"Popilasyon ayisyen nan Kiba rive 300000 moun nan lane 2004. Kreyòl ayisyen se dezyèm lang ki pale nan Kiba, lang ayisyen an gen menm yon estasyon radyo pou kò l.",hat,hat
このように封印されたはずの存在だったが、その後も度々登場。時に乙女リコを封印するための切り札として、時にサヨの彼氏の身代わりとして登場する。サヨの彼氏の身代わりとして登場した際にはマキとしてのロングヘアを短髪ウィッグの下に隠す進化形フォームで登場した。さらにはマキが自らの髪を後ろ手にアップにして一時的に演じる簡易版も存在する。その後「瞬時にマキオに変身し、すぐマキに戻る」ことまでできるようになる。,jpn,jpn
"পাখির শরীরের বেশিরভাগ অংশ পালক দ্বারা আবৃত হলেও ত্বকের সবখান থেকে পালকের উৎপত্তি হয় না। ত্বকের নির্দিষ্ট অবস্থান থেকে নির্দিষ্ট বিন্যাসে পালকের উদ্ভব হয়। পাখির ত্বকে পালকের বিন্যাস বা বিস্তারকে টেরিলোসিস বলে। উড়বার ক্ষমতাহীন পাখি, যেমন পেঙ্গুইন এবং স্ট্রুথিওনিফর্মিস বর্গের পাখিদের পালক ত্বকে সমভাবে বিস্তৃত থাকে। কিন্তু উড়তে সক্ষম পাখিদের পালক ত্বকের নির্দিষ্ট এলাকায় অঞ্চলভিত্তিকভাবে বা পট্টি আকারে বিস্তৃত থাকে। এ ধরনের বিন্যাসকে টেরিলি বলে। পালকযুক্ত অঞ্চল পালকহীন অঞ্চল দ্বারা পৃথক থাকে। পালকহীন অঞ্চলকে এপ্টেরিয়া বলে। পাখির বর্গ, গোত্র ও প্রজাতির উপর নির্ভর করে টেরিলির বিন্যাস বিভিন্ন হয়। সাধারণত একটি পাখির পালকযুক্ত অঞ্চলগুলো হল- মস্তক, গ্রীবা, অগ্রপদের অগ্রবাহু, মেরুদণ্ডীয় অঞ্চল, অঙ্কীয় অঞ্চল, অ্যালার, পুচ্ছ, কটি ইত্যাদি।",ben,ben
"Prometeu hue iju de Japetu (sigún algotras versionis del giganti Uromidonti) i la nimfa Climena. Los sus germanus huerun Epimeteu, Alanti i Menéciu. Hue pairi de Ducalion junta Celenu.",ext,cat
ھاكىمىيەت بىلەن شۇ ھاكىمىيەتتە ئەۋزەل ئورۇندا تۇرۇۋاتقان مىللەتنى بىر دەپ چۈشىنىش مۇستەبىت تۈزۈمدىكى ئەللەردە يۈز بېرىدىغان ھادىسە. چۈنكى دېموكراتىك ئەللەردە ھۆكۈمەت ئالمىشىپ تۇرىدۇ. بىر نۆۋەتلىك ھۆكۈمەتنىڭ خاتالىقىنى يەنە بىر نۆۋەتلىك ھۆكۈمەت تۈزىتىشى مۇمكىن. بۇنداق ئەللەردە ھۆكۈمەتكە بولغان نارازىلىقمۇ، چوقۇنۇشمۇ، خەۋپسىرەشمۇ مەزگىللىك بولىدۇ. مۇستەبىت ئەللەردە ھۆكۈمەت ئالماشمايدۇ. بۇنداق ئەللەردە ئەگەر ھاكىمىيەت بىر مىللەتكە مەركەزلەشكەن بولسا كىشىلەرنىڭ ھۆكۈمەتكە بولغان ھەر خىل قارشىلىق كەيپىياتى ھاكىمىيەتتىكى خەلققە قارشى كەيپىيات بىلەن بىرلىشىپ كېتىدۇ. ھالبۇكى، بۇنداق كەيپىيات ھاكىمىيەت ئالماشقان تەقدىردىمۇ ئۇزاققا داۋاملىشىدۇ. ناۋادا بۇنداق ھۆكۈمەتكە بولغان نارازىلىق، چوقۇنۇش ۋە خەۋپسىرەش ھەرىكەتكە ئايلانسا كىشىلەر ئەقىلنىڭ تىزگىنىنى يوقۇتىدۇ ۋە ئىرقى زىددىيەت كېلىپ چىقىدۇ. قاتتىق زەربە بېرىش، مۇرەسسەسىز كونترول قىلىش، مىللەتچىلىك ۋەھىمىسى، ئىدولوگىيەنىڭ ھاياتنىڭ بارلىق ساھەلىرىگە قارماق سېلىشى ئاممىۋىي كەيپىياتتا كۆرۈلگەن بىپەرۋالىق، نارازىلىق، چوقۇنۇش ۋە خەۋپسىرەشنىڭ سەۋەبى بولۇشى مۇمكىن. بۇ خىل موھىتنىڭ ئاقىۋىتى زەيىپلىك، ئىشەنچىسىزلىك، ئۈمىدسىزلىكتۇر. مەن ئۇيغۇرلاردىكى بىر قىسىم كىشىلەردە ئاشۇنداق پىكىرلەرنىڭ مەۋجۇدلىقىدىن تەئەججۈپلەنمەيمەن. ئۇيغۇرلاردىكى ئىشەنچسىزلىك ھەتتا ئاللىقاچان چىگرا ئاتلاپ ئۈلگۈردى. ۋەتەندە بىرەر ئىش ۋە ھەرىكەت بولسىلا مەيلى سېپىلنىڭ ئىچىدىكى ياكى سېپىلنىڭ سىرتىدىكى ئۇيغۇرلار بولسۇن ئۇلارنىڭ بەزىلىرى بۇلارنى ئۇيغۇرلارنىڭ قىلغانلىقىغا ئىشەنمەيدۇ ياكى ئىشەنمەسلىككە مايىل. ھەممىنى ئوخشاشلا كىملەرنىڭدۇر ئويۇنى دەپ بىلىپ ھاكىمىيەتتىن گۇمان قىلىدۇ. ھەممىنى دائىرىلەرنىڭ رىژىسورلىقغا باغلاپ چۈشىنىدۇ. ھەتتا تۈركىيەدىكى بىر قىسىملار ئۇيغۇردىكى ھەرقانداق بىر پائالىيەتنى ئامېرىكىنىڭ، ماسۇنلارنىڭ ئويۇنى دەپمۇ ئۈلگۈرىشىدۇ. ئۇلار دائىم دۇنياۋىي بىر ئىمپىرىيالىزىمنىڭ ۋە بىر ھاكىمىيەتنىڭ پەردە ئارقىسىدىكى كۈچىنى مۇبالىغلەشتۈرۈپ ئۇيغۇرلارنىڭ تىركىشىشلىرىنى يوققا، ئەرزىمەسكە، نادانلىققا چىقىرىشىدۇ. ئۇلارچە غايە ئۈچۈن يەڭ تۈرگەنلىك نادانلىق، تەنتەكلىكتىن ئىبارەتتۇر. ئۇلار ئۆزىدىكى قورقۇنچنى جەمئىيەتلەشتۈرۈشكە تېرىشىدۇ ۋە بۇنداق خەۋپسىرەشتە تۈگۈلىۋېلىشنىڭ جەمئىيەتلەشكىنىدىن كۆڭلى تەسكىن تاپىدۇ. مەن بۇنداق تەۋەككۈلسىز كىشىلەرگە ئەمەس، ئۇلاردەك كىشىلەرنىڭ باشقىلارنىڭ پىداكارلىقلىرىنى ئەقىلسىزلىككە چىقىرىشلىرىغا ھەيران. بۇ يەردىكى كەيپىيات ئۆزى تەۋە قەۋمنى ھەر زامان زەيىپ ھىس قىلىپ ئىشەنچىسىزلىككە گىرىپتار بولۇش، نادان دەپ تونۇپ قۇسۇرچىلىق قىلىش ۋە ئۆزىدىكى ئۈمىدسىزلىكنى مىللەتلەشتۈرۈشتۇر .,uig,uig
د حقاني ترهگرې شبکې نامتو طالب قومندان او مالي مسؤل مولوي نصر الدین حقاني د پاکستان په اسلام اباد-راولپېنډۍ ښار کې هغه وخت ووژل شو چې له یوه ډوډۍ پښوونکي دوکان څخه یې ډوډۍ اخېسته.,pus,pus
"Des bus relient le village à la gare routière « Roissypôle » située à environ 2 km du centre du village, devant la gare Aéroport Charles-de-Gaulle 1 et à proximité de l'aérogare 3, accessible uniquement à pied. Roissypôle est relié aux aérogares 1 et 2 par le métro automatique et gratuit CDGVAL. Les mieux desservies sont les lignes 32 (Roissypôle - Goussainville RER) et 95-02 (Roissypôle - Montmorency, Mobilien) exploitées par les Courriers de l'Île-de-France (CIF), mais deux autres lignes régulières et trois lignes à vocation scolaire traversent le village. En outre, deux lignes de bus de nuit Noctilien exploités par la SNCF relient de 0 h 30 à 5 h 30 Roissypôle à Gare de l'Est (N140 et N143),. Pour améliorer l'accès des salariés non motorisés à la plate-forme aéroportuaire, nécessitant une desserte 24h/24, un service de bus à la demande, « Filéo », a été mis en place, n'exigeant qu'une simple réservation téléphonique jusqu'à une heure à l'avance.",fra,fra
دوای بڵاوبوونەوەی میستریەم، بە یارمەتی قوتابخانەی گراتز، کێپلەر دەستی بە پڕۆگرامێکی گەورە کرد بۆ زیادتر بەرەوپێشبردنی توێژینەوەکانی. کێپلەر پلانی نووسینی چوار کتێبی تری دانا: یەکێکیان لەسەر لایەنە جێگیرەکانی گەردوون (خۆر و ئەستێرە جێگیرەکان)، یەکێکیان لەسەر هەسارەکان و جووڵەیان، یەکێکی دیکەش لەسەر سرووشتی فیزیکی هەسارەکان و درووستبوونی سیما جوگرافییەکان (گرنگی زۆرتری بە زەوی داوە)، وە یەکێکیش لەسەر کاریگەری ئاسمان لەسەر زەوی، کە تێیدا باسی ئۆپتیکی بەرگەهەوا، کەشناسی و ئەستێرەناسی دەکات.,ckb,ckb
vc. هو دومين اعلى مستوى بتاع سانت فنسينت و الجرينادينز (ccTLD) فى التسلسل الهرمى لنظام اسم المجال للإنترنت هو عبارة عن الجزء الاخير من اسم المجال او الحروف اللى بعد اخر نقطة فى الاسم,arz,ara
"ପୁରାଣରେ ଏହିସ୍ଥାନ ବିଷୟରେ ବିଭିନ୍ନ କିମ୍ବଦନ୍ତୀ ଅଛି I ତ୍ରେତୟା ଯୁଗରେ ପର୍ଶୁରାମ ଅବତାର ନେଇଥିଲେ I ସେହିସମୟରେ ଦଧିଚି ଋଷି ମଧ୍ୟ ଥିଲେ I ଦଧିଚି ମୁନି ଏକ ସୁନ୍ଦର ଆଖ୍ୟାନ ଅବତାରଣା କରିଛନ୍ତି I ସେତେବେଳେ ସେଠାରେ ତତରାମାଙ୍ଗେଲୀୟ ବଂଶର କିଛିଲୋକ ବାସ କରୁଥିଲେ I ସେମାନଙ୍କର ଜଣେ ରାଜା ଥିଲେ ଯାହାଙ୍କର ନାମ ବଚ୍ଛତର I ତାଙ୍କର ଦୁଇପୁତ୍ର ଥିଲେ I ଜଣଙ୍କର ନାମ ହିଙ୍ଗୋଳ ଓ ଅନ୍ୟଟିର ନାମ ସୁନ୍ଦର I ପୁରାଣ ଅନୁସାରେ ସେମାନେ ସୂର୍ଯ୍ୟବଂଶୀୟ I ସେମାନେ ସାହସୀ, ମାତ୍ର ନିଷ୍ଠୁର I ବିଳାସୀ ଜୀବନଯାପନ କରୁଥିଲେ I ସେମାନଙ୍କ ରାଜ୍ୟର ସୀମା ଚୀନକୁ ଲାଗିଥିଲା I ଚୀନର ରାଜା ଥିଲେ ଚନ୍ଦ୍ରବଂଶୀ କ୍ଷତ୍ରୀୟ I ସେ ଶିବ ଉପାସକ ଥିଲେ I ରାଜପୁତ୍ର ସୁନ୍ଦର ପଡୋଶୀ ରାଜ୍ୟ ଆକ୍ରମଣ କରି ହଜାର ହଜାର ଲୋକଙ୍କୁ ହତ୍ୟା କଲେ I ସମସ୍ତ ଧନରତ୍ନ ଲୁଟି ନେଇସାରିବା ପରେ ପୁଣି ଦେୟ ବାବଦକୁ ଅର୍ଥ ଦାବି କଲେ I ନିଷ୍ଠୁର ରାଜପୁତ୍ରଙ୍କ ଠାରୁ ରକ୍ଷା ପାଇବା ପାଇଁ ସେତେବେଳେ ପ୍ରଜାଗଣ ଭଗବାନ ଶିବଙ୍କୁ ପ୍ରାର୍ଥନା କଲେ I ସେମାନଙ୍କର ପ୍ରାର୍ଥନାରେ ପ୍ରସନ୍ନ ହୋଇ ଶିବଙ୍କ ଆଜ୍ଞାରେ ଗଣେଶ ତିନିଦିନ ମଧ୍ୟରେ ରାଜପୁତ୍ର ସୁନ୍ଦରକୁ ବଧ କଲେ I ସୁନ୍ଦରଙ୍କର ବଧପରେ ତାଙ୍କର ଭାଇ ହିଙ୍ଗୋଳ ଅତି ଭୟଙ୍କର ହୋଇ ଭାତୃ ମୃତ୍ୟୁର ପ୍ରତିଶୋଧ ପାଇଁ ଶପଥ ନେଲା I ହିଙ୍ଗୋଳ ଘୋର ତପସ୍ୟାକରି ବରପ୍ରାପ୍ତ ହେଲା ଯେ ତ୍ରିଭୁବନରେ କୌଣସି ପ୍ରାଣୀ ତାକୁ ବଧ କରିପାରିବେ ନାହିଁ I ମାତ୍ର ତା’ର ମୃତ୍ୟୁ ଏପରିସ୍ଥାନରେ ହେବ ଯେଉଁଠାରେ ସୂର୍ଯ୍ୟାଲୋକ ଯାତାୟାତ କରିପାରୁ ନଥିବ I ବର ପାଇ ହିଙ୍ଗୋଳ ଅନ୍ୟ ରାଜାମାନଙ୍କୁ ପରାସ୍ତ କରି ସମସ୍ତଙ୍କୁ ଭୟଭୀତ କରାଇ ରାଜତ୍ୱ କରିବାକୁ ଲାଗିଲା I ନିଜର ପରିଚୟ ସେ ରଖିଲା ହିଙ୍ଗୋଳ ଦେବ I ତା’ର ରାଜତ୍ୱ କାଳରେ ଲୋକମାନେ ବିବଶ ହୋଇ ଅଶେଷ ଦୁଃଖ ଭୋଗ କଲେ I ରାଜା ହିଙ୍ଗୋଳଙ୍କ କବଳରୁ ରକ୍ଷା ପାଇବା ପାଇଁ ଦେବୀମାତାଙ୍କ ମନ୍ଦିରରେ ବିରାଟ ଯଜ୍ଞର ଆୟୋଜନ ହେଲା I ଦେବୀମାତା ଆବିର୍ଭୂତା ହୋଇ ହିଙ୍ଗୋଳ ବଧ ନିମନ୍ତେ ଶପଥ ନେଲେ I ଦେବୀଙ୍କ କୋପରୁ ରକ୍ଷା ପାଇବା ପାଇଁ ହିଙ୍ଗୋଳ ପର୍ବତମାଳାର ଗୁମ୍ଫା ମଧ୍ୟରେ ଲୁଚିଲା I ହେଲେ ସେଠାକୁ ସୂର୍ଯ୍ୟକିରଣ ପ୍ରବେଶ କରିପାରୁ ନଥିଲା I ଦେବୀ ସେହି ଗୁମ୍ଫା ମଧ୍ୟରେ ପ୍ରବେଶ କରି ତ୍ରିଶୂଳଦ୍ୱାରା ତାକୁ ବଧ କଲେ I ଜୀବନର ଶେଷ ମୁହୂର୍ତ୍ତରେ ହିଙ୍ଗୋଳ ପ୍ରାର୍ଥନା କଲା ଯେ, ଭବିଷ୍ୟତରେ ତା’ ନାମ ଅନୁସାରେ ସେହିସ୍ଥାନ ‘ହିଙ୍ଗୋଳ’ ତୀର୍ଥ ନାମରେ ନାମିତ ହେଉ I ତାହା ହିଁ ହେଲା I",ori,ori
"Il diluvi universâl, o semplicementri diluvi al è un event cul cuâl une divinitât e provocà un grant montafin su dute la superficie dal planete, come punizion divine.",fur,oci
"Нью-Ривер (акăл. New River (акăлч.), Río Nuevo (исп.)) — АПШ территоринчи юханшыв. Калифорнитерриторипе юхать. Юханшыв Солтон-Си кӳлли юханшыва юхса кĕрет. Юханшыв тăршшĕ 125 км, бассейн лаптăкĕ км2.",chv,rus
"Ĭ sê guók-uòng Siông Ièng gì giāng. Siông Ièng găk 1476 nièng bâng-sī ī-hâiu, buōng-dā̤ buóh siōng niông ĭ ciék-băng, dáng-sê hī sèng-âu ĭ guó sá̤, cêu niông chĭng-chĭng gì diê Siông Sŏng-ŭi dĕng-gĭ. Bók-guó Siông Cĭng gì nòng-nā̤ sĭng lā̤ mâ̤ sōng-kuái, Siông Sŏng-ŭi ciáh có̤ 6 gá nguŏk-nĭk cêu ké̤ṳk ĭ dṳ̆k lŏ̤k-dài, niông Siông Cĭng có̤ guók-uòng.",cdo,cdo
"Španjolska era (ili hispanska) brojila je godine od 38. p.n.e., što je vjerojatno bilo vrijeme nametanja nekog novog poreza u Iberiji. To bi označavalo uvođenje rimske vlasti u Hispaniji i ta era je rabljena u službenim ispravama kršćanskih država na poluotoku sve do 15. stoljeća.",hrv,hrv
"Scooby-gjengen: som i forrige sesong uten Tara (som ble skutt av Warren) . I tillegg Robin Wood (D. B. Woodside), rektoren for nye Sunnydale High, den tidligere onde vampyrjegeren Faith Lehane (Eliza Dushku), og Andrew Wells (Tom Lenk), som var en del av trioen i sesong 6. De potensielle vampyrjegerne gir ekstra styrke.",nob,nob
"tinṭagin timaynutin mgal imasiḥiyen, tikkelt agi di Maṣer. Aremmaɣ ineslem i nǧeε 21 yemmuten dɣa 79 imugas zdat taglizt takaṭulit kupt n Tiskendrit.",kab,zgh
"Police Academy ītōcā cē tlahtohcāyōtēcatl cartoon huehcaīxipcaxitl īxiptlayōllotzintli mochīhua īpal Ruby-Spears and Warner Bros, ōquipēuh īpan 1988.",nci,nah
"Baadhi ya maafikiano kuhusu Haki za Kibinadamu yanadai serikali zitoe huduma na maelezo ya upangaji uzazi. Hii ilijumuisha mahitaji ya kutengeneza mpango wa kitaifa wa kupanga uzazi, kuondoa sheria zinazozuia huduma ya kupanga uzazi, kuhakikisha kuna aina mbalimbali za mbinu salama na bora za kupanga uzazi, kuhakikisha kuna wahudumu wa afya waliohitimu na vifaa vya afya kwa bei nafuu, na kubuni utaratibu wa kukagua mpango zilizoidhinishwa. Serikali ikikosa kutekeleza inaweza kulaumiwa kwa kuvunja sheria za kimataifa.",swa,swa
"Skulpturane blei formstøypte ved at ein laga ein modell av bivoks og kungilium, ein type kamfer blanda med litt olje. Denne modellen blei dekt med leire henta frå termittuer, tørka og brend. I omnen smelta voksmodellen, og ei brend leirform var igjen. Denne blei så fyld med smelta bronse og broten av når bronsen hadde størkna. Etterpå kunne handverkarane pussa bronsen, ta vekk feil og leggja til detaljar. Ettersom kvar form blei øydelagd når ein laga ein skulptur i henne, er kvar skulptur unik.",nno,nno
وتشير التقديرات إلى أن 5١٪ من المعلومات التي تتدفق من خلال الشبكات ذات الإتجاهين في عام 2000 كانت تتدفق من خلال الانترنت ( 42٪ من ما تبقى معظمه من خلال الهاتف الارضي الثابت )، وبحلول عام 2007 هيمن الإنترنت بشكل واضح والتقط ما نسبته (97٪) من المعلومات في شبكات الاتصالات السلكية واللاسلكية (2٪) من ما تبقى معظمه من الهواتف المحمولة.,ara,ara
"La fin dal 1765 è el er sa sentì malvis e persequità a Môtiers, betg il davos perquai ch’el aveva cumenzà a sa vestgir sco Armen. El ha perquai acceptà in invit dal filosof englais David Hume ed ha laschà far in passaport da passagi per la Frantscha. Per via ha el pudì constatar ch’el aveva en il fratemp tuttavia er simpatisants. A chaschun d’in segiurn a Strassburg è el vegnì onurà cun ina represchentaziun dal ‹Devin de village› ed a Paris è el stà il giast dal Prince de Conti ed ha retschavì en la chasa da quel diversas visitas.",roh,roh
◄ | 8 ñiqin pachakwata | 9 ñiqin pachakwata | 10 ñiqin pachakwata | ►◄ | 850 watakuna | 860 watakuna | 870 watakuna | 880 watakuna | 890 watakuna | 900 watakuna | 910 watakuna | ►◄◄ | ◄ | 883 | 884 | 885 | 886 | 887 | 888 | 889 | 890 | 891 | ► | ►►,que,que
"Sempre nel 1977 viene pubblicata la raccolta L'oro dei Matia Bazar, contenente l'inedito Solo tu, che raggiunge la vetta della classifica di vendita dei 45 giri con circa un milione di copie. Il singolo viene inciso anche in lingua spagnola e riceve un ottimo consenso sul mercato latino. Usando il brano, i Matia Bazar realizzano una pubblicità televisiva per la Tanara, nota marca di gelati. Nel 1978 il gruppo partecipa per la seconda volta consecutiva al Festival di Sanremo con ...E dirsi ciao vincendo la manifestazione. Pochi mesi dopo, pubblica l'album Semplicità.",ita,ita
"Tributaryn bishaan ya'u yokan laga yoo ta'u, kunis gara laga birra (parent river yokan laga dura) yokan Qamma Bishaani (body of water)iit ya'u yoo ta'u, kan garu gara gallana cisetti hin senne dha. orography kessatti tributaryiin kan gargari itti bafaman, kan gara Burqaa lagat dhihoo ta'ani jalqabe kan hanga Afaan bishaanit dhihoo ta'anit gargari bafamani qoqodamu. confluenciin bakka ""tributary""iin lama yokan lagni lama waliin ademani dha.",orm,omq
"Philipp Matthäus Hahn - mechanical calculator Eldon C. Hall - Apollo Guidance Computer Joseph Halpern Richard Hamming - Hamming code, founder of the Association for Computing Machinery Jiawei Han - Data mining Juris Hartmanis - computational complexity theory Johan Håstad - computational complexity theory Les Hatton - software failure and vulnerabilities He Jifeng - provably correct systems Martin Hellman Gernot Heiser - Development of L4 and founder of OK Labs James Hendler - Semantic Web John L. Hennessy - computer architecture Andrew Herbert Danny Hillis - Connection Machine Geoffrey Hinton Julia B. Hirschberg - Computational Linguistics C. A. R. Hoare - Logic, rigor, Communicating sequential processes (CSP) John Henry Holland - genetic algorithms Herman Hollerith - invented recording of data on a machine readable medium, using punched cards John Hopcroft - compilers Admiral Grace Hopper - compilers, COBOL Alston Householder David A. Huffman - Huffman code",mar,eng
